user_id,session_id,action,product_id,timestamp
U846,S00138,purchase,P067,2024-09-24 14:39:57
U721,S04916,view,P057,2024-09-03 10:20:30
U025,S04729,click,P097,2024-09-21 22:49:10
U227,S04411,view,P023,2024-09-09 08:51:36
U862,S00150,view,P073,2024-09-05 06:47:22
U992,S04043,view,P006,2024-09-15 00:04:50
U040,S02102,view,P039,2024-09-18 07:25:00
U898,S01637,purchase,P040,2024-09-14 12:01:32
U182,S03848,click,P096,2024-09-15 17:55:30
U803,S02203,view,P032,2024-09-24 07:01:24
U323,S02644,purchase,P028,2024-09-05 17:32:47
U035,S04658,view,P049,2024-09-19 21:16:07
U769,S02682,view,P075,2024-09-28 13:26:09
U403,S03709,view,P034,2024-09-16 20:35:48
U383,S02983,purchase,P053,2024-09-10 22:45:39
U269,S01572,purchase,P019,2024-09-27 18:02:00
U210,S02368,purchase,P096,2024-09-14 16:50:48
U131,S02161,click,P010,2024-09-09 19:34:41
U917,S03093,view,P070,2024-09-07 17:58:00
U230,S00704,click,P073,2024-09-12 18:01:35
U675,S00364,purchase,P039,2024-09-22 21:13:57
U918,S00043,purchase,P029,2024-09-07 06:22:43
U622,S04177,purchase,P037,2024-09-16 17:01:09
U567,S00198,purchase,P087,2024-09-04 18:58:17
U045,S04328,view,P067,2024-09-16 10:56:54
U907,S02276,view,P009,2024-09-24 05:16:10
U380,S04765,click,P077,2024-09-25 06:36:27
U060,S02435,view,P072,2024-09-12 09:03:56
U506,S01140,purchase,P084,2024-09-24 17:32:00
U005,S03345,purchase,P037,2024-09-15 21:35:41
U476,S02992,purchase,P017,2024-09-27 05:56:51
U867,S01860,click,P062,2024-09-01 06:27:27
U034,S04432,view,P061,2024-09-29 09:35:00
U647,S03891,click,P026,2024-09-29 08:48:50
U932,S01782,purchase,P085,2024-09-06 14:48:22
U110,S03013,view,P028,2024-09-15 01:21:23
U071,S02575,click,P078,2024-09-21 13:51:46
U350,S01774,view,P069,2024-09-19 10:41:47
U295,S03612,purchase,P063,2024-09-22 06:52:44
U668,S04493,view,P070,2024-09-01 00:38:04
U237,S02865,purchase,P006,2024-09-18 19:53:54
U714,S04055,purchase,P008,2024-09-19 12:33:19
U175,S01766,view,P006,2024-09-08 20:35:26
U293,S02222,click,P059,2024-09-11 15:44:22
U726,S04006,view,P090,2024-09-10 23:34:03
U177,S03963,purchase,P060,2024-09-19 22:56:38
U914,S04831,click,P082,2024-09-20 03:05:05
U865,S03443,purchase,P033,2024-09-15 08:52:21
U693,S02248,view,P022,2024-09-05 23:36:14
U177,S04289,click,P033,2024-09-28 09:39:59
U648,S04299,view,P056,2024-09-24 08:14:51
U670,S00630,click,P065,2024-09-02 23:53:24
U783,S00352,click,P086,2024-09-18 17:49:44
U298,S04875,click,P100,2024-09-25 16:41:14
U535,S01997,click,P034,2024-09-10 22:02:48
U188,S01182,click,P045,2024-09-18 23:55:59
U835,S04302,purchase,P015,2024-09-11 18:02:25
U601,S04049,click,P006,2024-09-25 10:37:48
U169,S03260,purchase,P008,2024-09-05 11:55:35
U937,S03406,click,P078,2024-09-20 00:39:03
U778,S02086,purchase,P010,2024-09-15 22:14:46
U960,S01723,click,P056,2024-09-14 13:24:37
U504,S02585,click,P042,2024-09-14 20:37:52
U172,S04611,purchase,P015,2024-09-14 03:28:57
U788,S02183,purchase,P064,2024-09-05 00:09:26
U807,S00231,view,P013,2024-09-12 09:46:53
U624,S01986,purchase,P002,2024-09-01 03:52:55
U430,S00128,view,P096,2024-09-09 15:49:08
U317,S00121,view,P087,2024-09-29 04:20:36
U817,S02144,view,P005,2024-09-02 20:49:43
U638,S04016,view,P021,2024-09-24 23:43:57
U085,S03347,view,P019,2024-09-04 14:28:10
U912,S00678,purchase,P089,2024-09-03 12:43:08
U601,S03605,click,P100,2024-09-10 19:31:26
U703,S02800,purchase,P040,2024-09-22 06:15:17
U407,S04790,click,P003,2024-09-27 20:35:50
U250,S00181,click,P080,2024-09-03 22:55:15
U507,S02794,purchase,P056,2024-09-14 13:39:08
U251,S01291,purchase,P055,2024-09-22 06:23:29
U276,S04241,click,P088,2024-09-20 23:24:47
U529,S03862,view,P050,2024-09-17 03:15:38
U045,S04138,view,P092,2024-09-19 12:31:45
U758,S04417,purchase,P001,2024-09-08 23:37:53
U794,S03587,click,P003,2024-09-22 10:39:36
U207,S01340,view,P054,2024-09-29 04:19:14
U457,S00161,click,P069,2024-09-14 07:53:42
U635,S00740,purchase,P078,2024-09-21 07:06:37
U640,S04044,view,P036,2024-09-27 18:00:28
U066,S04292,view,P052,2024-09-05 12:31:26
U577,S04596,view,P076,2024-09-19 23:14:28
U671,S00543,purchase,P010,2024-09-20 01:14:34
U182,S04114,purchase,P020,2024-09-22 03:13:43
U498,S02595,click,P092,2024-09-27 06:50:58
U535,S03810,purchase,P097,2024-09-15 08:11:51
U258,S01074,view,P049,2024-09-22 14:58:06
U058,S01032,view,P094,2024-09-14 17:21:34
U572,S03607,click,P079,2024-09-10 13:33:56
U810,S01968,click,P011,2024-09-01 18:09:06
U168,S03379,purchase,P003,2024-09-05 20:31:17
U042,S02234,purchase,P073,2024-09-25 12:12:47
U183,S00413,click,P076,2024-09-04 13:05:58
U371,S00435,click,P088,2024-09-08 14:38:00
U762,S00144,click,P067,2024-09-03 15:37:29
U410,S02706,click,P016,2024-09-23 23:26:54
U746,S00831,view,P051,2024-09-13 12:23:45
U034,S03672,purchase,P088,2024-09-23 09:31:59
U031,S03617,purchase,P042,2024-09-22 02:41:38
U831,S02496,click,P083,2024-09-12 06:06:04
U496,S00687,view,P005,2024-09-20 22:24:37
U519,S03306,view,P075,2024-09-25 14:31:21
U100,S04905,view,P006,2024-09-09 23:18:50
U873,S04440,purchase,P002,2024-09-07 21:55:46
U565,S01035,click,P075,2024-09-27 10:29:07
U947,S00091,view,P069,2024-09-03 03:14:15
U230,S03341,view,P015,2024-09-22 12:35:21
U497,S01219,purchase,P055,2024-09-02 00:14:33
U665,S03017,click,P076,2024-09-06 18:29:53
U013,S01853,view,P079,2024-09-13 05:50:55
U416,S02325,purchase,P002,2024-09-02 19:59:15
U894,S04509,view,P090,2024-09-09 17:55:00
U256,S04798,purchase,P049,2024-09-15 14:26:23
U243,S03787,purchase,P077,2024-09-09 08:39:06
U271,S01619,view,P043,2024-09-15 01:27:19
U498,S03571,purchase,P065,2024-09-11 23:15:25
U019,S04772,purchase,P081,2024-09-13 01:44:32
U643,S04558,view,P023,2024-09-02 09:29:52
U088,S00157,purchase,P098,2024-09-22 05:53:45
U090,S03214,view,P088,2024-09-28 16:34:19
U188,S04980,click,P007,2024-09-22 18:20:08
U520,S01523,view,P052,2024-09-05 01:09:02
U249,S03981,click,P019,2024-09-13 04:54:40
U260,S00550,purchase,P038,2024-09-10 17:30:33
U675,S02527,click,P001,2024-09-13 19:41:29
U350,S00372,purchase,P021,2024-09-29 06:26:37
U198,S02440,view,P087,2024-09-09 10:44:23
U880,S02496,view,P022,2024-09-20 05:07:37
U379,S02782,purchase,P085,2024-09-22 21:20:46
U512,S04745,view,P016,2024-09-09 11:17:25
U512,S04019,click,P096,2024-09-29 08:31:24
U952,S04509,click,P019,2024-09-17 22:07:53
U015,S00466,click,P010,2024-09-07 06:56:52
U902,S00644,view,P040,2024-09-06 11:26:50
U620,S00478,view,P068,2024-09-04 02:07:23
U445,S02577,purchase,P033,2024-09-17 12:36:52
U021,S04246,purchase,P040,2024-09-07 21:23:17
U076,S00479,view,P055,2024-09-08 22:24:50
U280,S02164,click,P070,2024-09-04 09:23:06
U968,S03287,view,P040,2024-09-10 08:23:27
U458,S02174,click,P045,2024-09-13 06:42:33
U148,S03287,click,P013,2024-09-16 11:02:20
U896,S03441,purchase,P055,2024-09-13 09:11:59
U977,S02378,purchase,P027,2024-09-09 20:34:41
U872,S00960,view,P026,2024-09-29 15:43:40
U233,S01848,purchase,P071,2024-09-06 00:57:59
U562,S00013,view,P003,2024-09-08 09:46:04
U523,S03760,click,P001,2024-09-15 03:14:15
U766,S03820,view,P095,2024-09-18 01:49:17
U982,S02765,click,P081,2024-09-29 00:52:29
U121,S01881,purchase,P023,2024-09-27 10:40:22
U118,S00922,click,P100,2024-09-05 11:37:31
U586,S02232,click,P082,2024-09-25 09:34:30
U868,S00613,purchase,P031,2024-09-09 18:17:44
U194,S03806,view,P052,2024-09-05 10:16:00
U732,S00647,view,P051,2024-09-17 14:38:16
U582,S02050,purchase,P029,2024-09-15 00:34:53
U618,S00594,purchase,P026,2024-09-27 16:32:02
U652,S04143,view,P053,2024-09-22 17:03:59
U405,S00961,view,P003,2024-09-03 11:22:19
U150,S03847,view,P008,2024-09-13 02:30:49
U888,S03032,view,P017,2024-09-26 21:33:36
U282,S01111,view,P015,2024-09-18 23:12:03
U529,S03943,view,P089,2024-09-17 07:43:17
U920,S04643,view,P061,2024-09-25 12:17:43
U268,S01154,purchase,P068,2024-09-21 01:46:04
U281,S03601,click,P034,2024-09-25 09:37:44
U573,S02752,view,P070,2024-09-18 03:47:39
U274,S02733,purchase,P051,2024-09-22 07:03:27
U818,S02376,view,P001,2024-09-17 10:29:02
U258,S00330,click,P053,2024-09-03 04:25:12
U221,S03077,click,P035,2024-09-13 04:28:08
U578,S02272,purchase,P018,2024-09-07 07:45:36
U703,S01097,click,P038,2024-09-26 21:00:54
U880,S03548,click,P046,2024-09-05 07:01:50
U600,S00597,purchase,P040,2024-09-16 06:57:36
U415,S03744,view,P004,2024-09-24 06:31:03
U598,S02780,purchase,P050,2024-09-24 01:23:02
U428,S01594,view,P066,2024-09-13 06:04:24
U460,S03848,view,P024,2024-09-09 11:40:37
U246,S03739,purchase,P085,2024-09-18 18:51:56
U219,S03266,purchase,P079,2024-09-11 05:35:59
U339,S03047,view,P037,2024-09-08 05:28:22
U449,S02159,purchase,P071,2024-09-06 07:13:54
U823,S01374,view,P016,2024-09-21 22:40:39
U307,S00833,click,P025,2024-09-11 17:46:35
U396,S02863,purchase,P100,2024-09-20 12:23:26
U471,S00836,click,P058,2024-09-23 09:09:04
U991,S04556,view,P084,2024-09-09 22:28:51
U895,S00482,view,P023,2024-09-17 19:11:03
U667,S00858,click,P066,2024-09-19 11:53:52
U619,S01575,view,P022,2024-09-15 06:28:51
U037,S02764,purchase,P037,2024-09-11 01:58:22
U446,S01396,click,P025,2024-09-03 04:59:32
U340,S03199,purchase,P047,2024-09-04 21:35:16
U824,S01434,view,P087,2024-09-07 22:05:37
U422,S00798,view,P047,2024-09-04 10:43:26
U331,S00270,view,P098,2024-09-17 22:03:46
U883,S00906,view,P048,2024-09-11 19:21:16
U046,S03634,click,P070,2024-09-19 20:13:51
U194,S02701,click,P085,2024-09-27 04:36:43
U649,S03893,purchase,P043,2024-09-27 04:08:19
U692,S02285,purchase,P066,2024-09-16 11:01:56
U737,S01666,view,P096,2024-09-06 06:55:13
U055,S04392,view,P096,2024-09-17 17:28:23
U469,S04388,purchase,P019,2024-09-29 11:36:21
U907,S02011,click,P045,2024-09-10 07:42:11
U113,S03281,click,P039,2024-09-15 03:20:38
U156,S01634,purchase,P095,2024-09-01 00:47:19
U557,S01750,view,P041,2024-09-27 10:35:12
U284,S03548,click,P096,2024-09-01 03:53:12
U207,S04250,purchase,P053,2024-09-24 12:27:44
U030,S02547,view,P009,2024-09-10 17:24:39
U918,S03833,view,P091,2024-09-04 09:11:59
U974,S02496,view,P053,2024-09-17 19:16:40
U690,S04279,purchase,P064,2024-09-29 02:23:47
U915,S01430,purchase,P052,2024-09-04 14:54:39
U874,S01588,view,P072,2024-09-21 18:49:36
U468,S01619,view,P041,2024-09-27 12:24:38
U835,S03403,purchase,P082,2024-09-15 04:34:02
U911,S04550,view,P061,2024-09-27 09:24:47
U125,S01628,click,P086,2024-09-23 09:43:33
U680,S04528,purchase,P005,2024-09-08 21:56:55
U766,S03177,view,P014,2024-09-20 05:51:36
U334,S00825,click,P025,2024-09-12 10:29:20
U743,S00052,purchase,P095,2024-09-28 15:14:07
U319,S03324,click,P037,2024-09-28 10:21:41
U702,S04606,view,P014,2024-09-03 00:29:23
U631,S01474,view,P057,2024-09-11 18:27:55
U506,S04874,purchase,P028,2024-09-14 17:34:23
U775,S00837,click,P081,2024-09-09 12:26:13
U801,S01127,view,P083,2024-09-25 12:36:09
U280,S02058,view,P058,2024-09-07 16:06:09
U730,S00559,purchase,P064,2024-09-05 14:11:51
U874,S00373,click,P040,2024-09-06 06:53:40
U343,S04010,view,P025,2024-09-02 07:18:40
U660,S04828,purchase,P058,2024-09-13 04:38:27
U691,S03867,click,P036,2024-09-05 19:13:52
U382,S04746,click,P038,2024-09-05 13:46:22
U781,S02259,click,P046,2024-09-04 23:04:25
U675,S00750,click,P065,2024-09-28 23:04:12
U666,S03251,purchase,P059,2024-09-08 00:57:51
U734,S04436,click,P058,2024-09-17 04:37:51
U229,S03485,view,P006,2024-09-29 01:44:00
U092,S00466,view,P079,2024-09-12 05:41:58
U759,S04821,click,P024,2024-09-21 06:24:38
U549,S04637,click,P060,2024-09-18 03:31:57
U789,S00748,click,P019,2024-09-18 22:45:19
U143,S04124,view,P043,2024-09-28 23:44:29
U137,S02498,purchase,P092,2024-09-25 07:04:30
U491,S03196,click,P087,2024-09-12 22:02:47
U408,S01131,click,P091,2024-09-26 15:53:03
U338,S03210,purchase,P014,2024-09-25 03:59:55
U457,S01982,click,P065,2024-09-02 09:28:46
U667,S02795,purchase,P062,2024-09-11 19:18:37
U802,S03861,click,P036,2024-09-26 11:11:31
U651,S00051,view,P002,2024-09-21 06:40:56
U135,S01012,view,P092,2024-09-01 09:22:49
U251,S04515,click,P052,2024-09-14 16:03:56
U202,S03600,view,P073,2024-09-04 02:28:16
U674,S00190,purchase,P038,2024-09-11 22:08:47
U470,S04229,view,P009,2024-09-20 13:39:02
U034,S02984,purchase,P079,2024-09-02 13:02:56
U328,S00733,purchase,P063,2024-09-19 01:45:59
U630,S04031,click,P012,2024-09-21 19:19:07
U329,S01573,view,P092,2024-09-23 23:31:19
U092,S02961,purchase,P041,2024-09-12 14:41:39
U244,S00316,purchase,P055,2024-09-15 11:30:17
U136,S00938,view,P036,2024-09-11 12:39:58
U208,S00905,purchase,P077,2024-09-02 00:48:00
U419,S00898,purchase,P076,2024-09-04 08:08:01
U205,S01433,click,P048,2024-09-14 14:35:23
U579,S01899,purchase,P013,2024-09-04 05:15:08
U103,S03045,view,P077,2024-09-01 11:15:03
U409,S04449,click,P068,2024-09-09 04:52:58
U621,S04912,click,P014,2024-09-15 19:14:22
U014,S04817,view,P098,2024-09-29 00:39:04
U084,S04011,view,P051,2024-09-05 20:44:18
U417,S04073,click,P024,2024-09-25 19:08:25
U299,S03530,purchase,P080,2024-09-17 05:37:16
U739,S00036,click,P095,2024-09-19 01:33:19
U916,S00746,view,P042,2024-09-01 04:35:02
U745,S00940,click,P076,2024-09-11 20:51:48
U543,S04054,view,P070,2024-09-28 05:15:27
U900,S04355,click,P019,2024-09-06 11:13:23
U402,S01832,view,P038,2024-09-23 19:19:59
U657,S00752,click,P044,2024-09-17 23:51:55
U340,S03711,click,P072,2024-09-12 15:38:59
U137,S04626,click,P048,2024-09-07 11:49:51
U856,S00267,click,P087,2024-09-21 12:33:33
U841,S03651,purchase,P026,2024-09-19 21:25:22
U316,S04988,purchase,P097,2024-09-04 20:27:36
U577,S01977,purchase,P085,2024-09-12 10:19:46
U865,S01013,view,P075,2024-09-22 14:42:55
U243,S01971,view,P066,2024-09-20 23:27:32
U225,S03057,click,P079,2024-09-24 07:07:39
U072,S01998,purchase,P060,2024-09-03 04:53:16
U924,S02900,view,P016,2024-09-06 02:51:14
U818,S02265,click,P084,2024-09-06 11:43:54
U040,S04536,view,P001,2024-09-18 00:18:22
U719,S04861,purchase,P069,2024-09-01 12:03:16
U119,S04577,click,P021,2024-09-08 02:45:43
U953,S01614,purchase,P006,2024-09-24 12:31:43
U040,S02598,purchase,P027,2024-09-10 23:02:29
U058,S01026,purchase,P006,2024-09-18 01:20:08
U674,S00967,purchase,P063,2024-09-25 20:58:38
U193,S02258,view,P017,2024-09-12 20:29:18
U350,S03908,purchase,P035,2024-09-27 01:17:12
U991,S02994,click,P048,2024-09-29 05:22:26
U039,S04677,purchase,P070,2024-09-28 22:24:37
U486,S04249,purchase,P014,2024-09-22 06:23:07
U411,S02641,view,P026,2024-09-27 20:06:24
U070,S02508,purchase,P027,2024-09-27 14:13:34
U826,S01015,purchase,P081,2024-09-13 00:25:20
U105,S03672,view,P072,2024-09-24 10:34:13
U852,S00349,purchase,P019,2024-09-22 11:57:50
U136,S04579,view,P007,2024-09-23 07:17:17
U288,S00434,purchase,P025,2024-09-09 14:21:50
U845,S02898,click,P074,2024-09-11 23:12:16
U994,S04241,purchase,P057,2024-09-10 02:07:54
U286,S02361,purchase,P096,2024-09-16 12:52:57
U563,S04940,click,P014,2024-09-10 02:20:01
U903,S04310,view,P052,2024-09-21 12:24:27
U136,S00042,view,P080,2024-09-06 08:27:01
U088,S00866,view,P030,2024-09-15 22:09:03
U289,S04224,click,P057,2024-09-06 08:00:18
U948,S04986,view,P042,2024-09-25 13:25:39
U760,S00581,purchase,P013,2024-09-19 00:34:02
U242,S02081,click,P005,2024-09-19 11:57:37
U041,S00362,view,P022,2024-09-29 10:28:56
U454,S04296,purchase,P075,2024-09-22 09:26:52
U171,S01695,view,P047,2024-09-05 22:10:21
U695,S02213,view,P029,2024-09-13 09:54:06
U414,S00654,click,P076,2024-09-27 05:19:19
U628,S04696,view,P011,2024-09-14 23:15:05
U619,S03326,view,P084,2024-09-21 22:16:19
U075,S02631,click,P031,2024-09-12 06:06:23
U928,S02094,purchase,P085,2024-09-29 06:07:50
U772,S03549,purchase,P075,2024-09-15 11:21:12
U952,S03179,click,P073,2024-09-05 06:20:58
U105,S03764,view,P090,2024-09-17 23:05:17
U732,S03479,purchase,P032,2024-09-10 09:35:36
U714,S04041,purchase,P041,2024-09-28 07:12:13
U455,S04930,view,P052,2024-09-29 14:52:24
U200,S04895,view,P040,2024-09-16 07:00:19
U999,S00383,purchase,P043,2024-09-24 20:04:47
U764,S01375,purchase,P066,2024-09-29 21:40:45
U045,S00026,click,P040,2024-09-23 03:20:13
U666,S04764,purchase,P039,2024-09-24 00:04:57
U561,S04047,purchase,P068,2024-09-18 13:24:06
U757,S02344,click,P069,2024-09-11 13:28:23
U904,S03821,purchase,P080,2024-09-06 12:25:58
U945,S02624,purchase,P062,2024-09-26 01:17:12
U015,S03272,view,P068,2024-09-07 11:37:33
U417,S03128,click,P088,2024-09-11 08:54:53
U325,S03172,view,P098,2024-09-09 11:36:32
U070,S00810,click,P058,2024-09-17 10:57:53
U416,S04714,purchase,P015,2024-09-13 08:33:27
U620,S02206,purchase,P085,2024-09-29 19:37:56
U428,S02827,view,P022,2024-09-07 14:53:54
U749,S02558,purchase,P087,2024-09-07 06:09:43
U286,S00905,click,P073,2024-09-20 02:34:29
U714,S02785,purchase,P009,2024-09-07 10:17:25
U372,S02313,purchase,P017,2024-09-12 22:00:36
U981,S02711,view,P044,2024-09-14 05:53:41
U595,S02608,purchase,P048,2024-09-03 07:57:20
U256,S02281,purchase,P063,2024-09-14 07:51:36
U802,S00229,purchase,P024,2024-09-12 00:05:18
U182,S03361,view,P015,2024-09-23 18:49:04
U445,S02976,purchase,P001,2024-09-10 20:58:55
U249,S04987,purchase,P001,2024-09-11 02:07:50
U233,S04679,view,P064,2024-09-10 12:56:59
U316,S02314,purchase,P081,2024-09-13 21:54:35
U243,S01309,purchase,P033,2024-09-26 18:02:39
U333,S00877,purchase,P100,2024-09-16 09:17:08
U391,S01666,view,P098,2024-09-16 12:04:30
U562,S02996,purchase,P017,2024-09-22 20:15:48
U647,S03993,view,P050,2024-09-28 10:49:32
U091,S01888,click,P074,2024-09-08 05:04:44
U760,S01210,purchase,P054,2024-09-21 18:50:46
U018,S04313,view,P024,2024-09-12 03:15:32
U404,S03395,click,P044,2024-09-21 06:00:44
U382,S01746,click,P077,2024-09-12 01:13:10
U989,S00557,purchase,P036,2024-09-12 03:58:15
U019,S03143,click,P038,2024-09-27 11:29:38
U050,S03304,purchase,P079,2024-09-21 14:05:06
U838,S02649,click,P092,2024-09-19 12:02:59
U530,S03764,view,P071,2024-09-13 03:18:01
U573,S02794,view,P063,2024-09-04 14:23:16
U148,S02531,click,P043,2024-09-05 19:26:06
U662,S01068,view,P011,2024-09-18 02:06:53
U414,S03556,view,P065,2024-09-14 03:42:34
U453,S00156,click,P046,2024-09-07 13:59:58
U899,S01434,view,P014,2024-09-12 01:21:52
U357,S03312,view,P017,2024-09-18 12:26:42
U405,S01684,view,P020,2024-09-29 18:14:46
U757,S00324,view,P008,2024-09-05 03:17:38
U922,S02864,view,P098,2024-09-08 13:56:24
U631,S01614,purchase,P071,2024-09-10 07:39:10
U837,S02554,click,P093,2024-09-10 18:01:26
U663,S02945,purchase,P084,2024-09-12 16:49:14
U626,S01504,click,P099,2024-09-09 02:11:36
U477,S00545,purchase,P036,2024-09-26 22:36:34
U089,S03729,purchase,P081,2024-09-03 09:52:29
U517,S04702,click,P026,2024-09-17 00:59:01
U727,S00313,click,P027,2024-09-14 18:08:03
U059,S04944,click,P044,2024-09-25 15:27:08
U108,S02678,view,P001,2024-09-24 08:42:30
U255,S00768,click,P016,2024-09-23 10:01:12
U329,S01628,purchase,P089,2024-09-20 05:29:53
U788,S03207,click,P034,2024-09-16 03:27:19
U835,S03652,view,P070,2024-09-23 22:19:57
U154,S04002,click,P039,2024-09-24 06:27:06
U630,S00127,click,P045,2024-09-15 12:06:50
U490,S00733,click,P088,2024-09-29 04:12:55
U213,S00221,purchase,P010,2024-09-21 04:31:29
U501,S02564,view,P091,2024-09-14 14:29:04
U994,S01317,click,P087,2024-09-29 02:19:39
U043,S01791,purchase,P007,2024-09-12 14:19:16
U737,S02313,purchase,P094,2024-09-03 00:45:28
U684,S03942,purchase,P025,2024-09-17 09:17:38
U677,S01688,view,P045,2024-09-05 23:10:26
U983,S04989,purchase,P025,2024-09-22 04:35:59
U622,S00289,purchase,P011,2024-09-17 08:00:28
U761,S04112,purchase,P064,2024-09-16 08:26:14
U744,S01460,click,P026,2024-09-09 21:15:51
U052,S00018,view,P012,2024-09-01 18:47:20
U989,S00996,view,P020,2024-09-02 19:36:44
U540,S03397,view,P070,2024-09-08 00:08:04
U889,S02723,purchase,P034,2024-09-17 02:10:27
U864,S00370,purchase,P066,2024-09-18 04:00:31
U011,S01317,view,P058,2024-09-14 16:21:59
U704,S01656,click,P040,2024-09-18 22:37:47
U224,S01810,click,P062,2024-09-05 18:52:00
U966,S03474,view,P084,2024-09-04 18:20:05
U698,S02175,purchase,P072,2024-09-09 13:56:47
U555,S00585,click,P018,2024-09-11 23:49:24
U628,S04134,click,P028,2024-09-17 07:11:38
U026,S01737,click,P038,2024-09-22 14:04:34
U859,S02829,purchase,P099,2024-09-17 14:17:52
U593,S04597,click,P009,2024-09-01 11:29:00
U954,S01002,view,P059,2024-09-15 01:55:00
U052,S00937,view,P064,2024-09-22 13:38:56
U577,S04601,purchase,P010,2024-09-10 06:59:23
U048,S04320,purchase,P078,2024-09-19 05:42:16
U486,S00033,purchase,P026,2024-09-03 20:33:56
U058,S03100,click,P099,2024-09-24 16:56:56
U460,S04604,view,P093,2024-09-11 12:46:43
U363,S03208,click,P017,2024-09-10 03:57:20
U201,S00459,view,P029,2024-09-28 16:03:58
U371,S01092,click,P066,2024-09-11 15:49:55
U611,S01826,view,P073,2024-09-04 05:23:57
U164,S00468,view,P099,2024-09-13 12:00:52
U844,S04344,view,P063,2024-09-24 04:35:12
U391,S02015,view,P061,2024-09-20 21:44:36
U605,S01356,purchase,P064,2024-09-15 02:49:46
U627,S02448,click,P081,2024-09-23 05:21:23
U333,S04924,click,P090,2024-09-09 02:29:32
U405,S03103,click,P028,2024-09-05 06:02:23
U217,S04545,view,P014,2024-09-11 23:42:39
U216,S00738,view,P048,2024-09-01 12:50:10
U484,S00949,purchase,P005,2024-09-18 20:45:56
U967,S02469,view,P038,2024-09-25 20:54:46
U478,S04603,click,P093,2024-09-01 12:24:11
U170,S00216,purchase,P037,2024-09-20 14:31:12
U251,S00152,purchase,P056,2024-09-20 15:09:13
U049,S02088,view,P033,2024-09-24 15:29:33
U053,S02999,view,P012,2024-09-01 00:01:19
U531,S00755,click,P004,2024-09-07 00:26:55
U900,S02840,click,P060,2024-09-10 01:13:26
U060,S01995,click,P088,2024-09-02 05:09:06
U753,S04824,purchase,P003,2024-09-13 17:37:40
U840,S00024,view,P093,2024-09-01 18:28:03
U762,S02285,view,P097,2024-09-08 04:39:13
U449,S00252,purchase,P003,2024-09-03 21:42:01
U190,S02434,view,P061,2024-09-01 18:34:15
U414,S01158,click,P053,2024-09-08 02:16:13
U519,S00167,purchase,P041,2024-09-22 20:50:21
U640,S01342,click,P037,2024-09-16 06:27:36
U641,S04350,purchase,P080,2024-09-22 11:33:39
U650,S04433,purchase,P003,2024-09-08 14:08:51
U644,S01719,purchase,P042,2024-09-18 16:41:02
U904,S00237,view,P083,2024-09-23 05:17:47
U484,S04240,view,P065,2024-09-27 17:46:17
U573,S04329,purchase,P043,2024-09-26 04:17:46
U735,S00355,purchase,P062,2024-09-06 17:40:29
U645,S04966,purchase,P006,2024-09-22 08:48:04
U892,S02768,view,P073,2024-09-26 12:19:28
U169,S00165,click,P042,2024-09-12 13:24:43
U909,S00336,purchase,P024,2024-09-18 05:02:32
U599,S02282,purchase,P084,2024-09-22 01:27:09
U260,S02736,click,P018,2024-09-08 15:00:44
U195,S01686,click,P058,2024-09-28 09:52:45
U937,S04451,click,P003,2024-09-05 22:01:40
U878,S03857,click,P040,2024-09-16 17:23:40
U583,S04368,click,P092,2024-09-24 17:39:06
U277,S04239,purchase,P073,2024-09-21 07:05:01
U490,S01951,click,P006,2024-09-02 14:50:26
U296,S03959,view,P049,2024-09-11 11:59:50
U526,S00281,view,P067,2024-09-02 22:18:03
U640,S00699,click,P058,2024-09-28 02:40:59
U219,S01807,purchase,P016,2024-09-21 21:36:51
U531,S01756,click,P092,2024-09-24 05:43:45
U084,S02231,click,P091,2024-09-26 06:09:02
U969,S00275,click,P013,2024-09-10 10:15:19
U852,S04925,view,P077,2024-09-22 23:26:34
U146,S02365,view,P059,2024-09-15 15:40:48
U197,S00190,click,P050,2024-09-29 05:59:05
U888,S03724,purchase,P098,2024-09-08 10:47:45
U034,S00173,purchase,P019,2024-09-11 13:47:08
U786,S02255,click,P012,2024-09-26 18:37:36
U251,S01618,click,P078,2024-09-19 14:50:52
U632,S00440,purchase,P095,2024-09-15 22:24:16
U596,S02542,purchase,P066,2024-09-25 12:20:25
U712,S01099,click,P030,2024-09-20 10:53:47
U766,S01175,purchase,P048,2024-09-20 11:40:03
U135,S02163,click,P093,2024-09-05 08:38:14
U222,S00558,purchase,P021,2024-09-03 07:00:25
U405,S02883,view,P001,2024-09-23 01:02:53
U109,S00838,click,P050,2024-09-06 01:52:43
U463,S04237,purchase,P050,2024-09-17 21:06:26
U210,S01740,view,P076,2024-09-23 08:11:33
U090,S02906,purchase,P010,2024-09-15 02:26:48
U618,S04748,view,P082,2024-09-08 14:52:03
U659,S02803,click,P023,2024-09-12 18:16:36
U124,S00878,purchase,P065,2024-09-02 02:30:51
U094,S04581,click,P055,2024-09-28 03:39:01
U637,S01796,click,P083,2024-09-10 06:00:10
U317,S03015,view,P040,2024-09-24 03:15:25
U070,S01822,click,P052,2024-09-12 12:58:16
U294,S03638,purchase,P018,2024-09-18 12:31:16
U219,S00919,click,P057,2024-09-05 04:27:50
U190,S04412,click,P088,2024-09-13 10:43:45
U082,S02101,click,P070,2024-09-04 13:47:13
U799,S01809,view,P098,2024-09-14 07:51:03
U988,S01603,click,P054,2024-09-02 22:46:15
